SeqCluster,ClusterNumber,InterPro_id,Most represented functional category_x
CK_00034609,CK_Syn_BIOS-E4-1_03084, , 
CK_00034610,CK_Syn_BIOS-E4-1_03282,IPR029001  IPR026533  IPR050299, 
CK_00034613,CK_Syn_BIOS-E4-1_03070, ,IPR022796
CK_00034614,CK_Syn_BIOS-E4-1_03073,IPR008253  IPR047123, 
CK_00034615,CK_Syn_BIOS-E4-1_03455, , 
CK_00034617,CK_Syn_BIOS-E4-1_03798,IPR031429,IPR012903
CK_00034618,CK_Syn_BIOS-E4-1_03811, , 
CK_00034619,CK_Syn_BIOS-E4-1_03452, , 
CK_00034620,CK_Syn_BIOS-E4-1_03807, , 
CK_00034621,CK_Syn_BIOS-E4-1_03810,IPR007836, 
CK_00034622,CK_Syn_BIOS-E4-1_03820,IPR007836, 
CK_00034623,CK_Syn_BIOS-E4-1_03818,IPR025881, 
CK_00034624,CK_Syn_BIOS-E4-1_03816,IPR000084, 
CK_00034625,CK_Syn_BIOS-E4-1_00182,IPR017896  IPR017900  IPR050572,IPR017896|IPR017900
CK_00034626,CK_Syn_BIOS-E4-1_00189, , 
CK_00034627,CK_Syn_BIOS-E4-1_03750, , 
CK_00034628,CK_Syn_BIOS-E4-1_04004, , 
CK_00034629,CK_Syn_BIOS-E4-1_04005,IPR021570, 
CK_00034630,CK_Syn_BIOS-E4-1_04014,IPR012565, 
CK_00034635,CK_Syn_WH8109_01368, , 
CK_00034638,CK_Syn_BIOS-E4-1_01096,IPR031429, 
CK_00034639,CK_Syn_WH8109_01373,IPR029001  IPR026533  IPR050299, 
CK_00034640,CK_Syn_BIOS-E4-1_01097,IPR007836, 
CK_00034641,CK_Syn_WH8109_01369,IPR025881, 
CK_00034643,CK_Syn_WH8109_01375,IPR012565, 
CK_00034644,CK_Syn_BIOS-E4-1_01101,IPR014826  IPR037075  IPR020568, 
CK_00034645,CK_Syn_WH8109_02473,IPR012565, 
CK_00034646,CK_Syn_WH8109_01383, , 
CK_00034647,CK_Syn_BIOS-E4-1_01086,IPR031429, 
CK_00034648,CK_Syn_WH8109_01884, , 
CK_00034649,CK_Syn_BIOS-E4-1_00186,IPR025211, 
CK_00034650,CK_Syn_BIOS-E4-1_00160, , 
CK_00034651,CK_Syn_WH8109_02543, , 
CK_00034652,CK_Syn_BIOS-E4-1_00988, , 
CK_00034653,CK_Syn_WH8109_01320,IPR007836, 
CK_00034655,CK_Syn_WH8109_00274, , 
CK_00034656,CK_Syn_BIOS-E4-1_01080, , 
CK_00034657,CK_Syn_WH8109_01111,IPR007836, 
CK_00034659,CK_Syn_WH8109_01099, , 
CK_00034660,CK_Syn_BIOS-E4-1_01077,IPR013397, 
CK_00034661,CK_Syn_WH8109_01096, , 
CK_00034662,CK_Syn_BIOS-E4-1_01079,IPR031429, 
CK_00034663,CK_Syn_WH8109_01311, , 
CK_00034666,CK_Syn_BIOS-E4-1_01081, , 
CK_00034667,CK_Syn_WH8109_01223, , 
CK_00034668,CK_Syn_BIOS-E4-1_01082,IPR009986  IPR038208, 
CK_00034669,CK_Syn_WH8109_01090, , 
CK_00034671,CK_Syn_WH8109_01091, , 
CK_00034675,CK_Syn_BIOS-E4-1_03170, , 
CK_00034677,CK_Syn_BIOS-E4-1_04073, , 
CK_00034678,CK_Syn_BIOS-E4-1_03104, , 
CK_00034680,CK_Syn_BIOS-E4-1_00981,IPR007836, 
CK_00034685,CK_Syn_BIOS-E4-1_03097, , 
CK_00034687,CK_Syn_BIOS-E4-1_03094, , 
CK_00034688,CK_Syn_BIOS-E4-1_01117,IPR007836, 
CK_00034689,CK_Syn_BIOS-E4-1_03566,IPR049607, 
CK_00034690,CK_Syn_BIOS-E4-1_01111,IPR007166, 
CK_00034691,CK_Syn_BIOS-E4-1_01102, , 
CK_00034692,CK_Syn_BIOS-E4-1_01104,IPR007836, 
CK_00034693,CK_Syn_BIOS-E4-1_00987,IPR031429, 
CK_00034694,CK_Syn_BIOS-E4-1_03092, , 
CK_00034695,CK_Syn_WH8109_02234, , 
CK_00034696,CK_Syn_WH8109_01501, , 
CK_00034697,CK_Syn_WH8109_01427,IPR029186, 
CK_00034698,CK_Pro_MIT9313_02426, , 
CK_00034701,CK_Cya_NS01_01790,IPR001727  IPR049555,IPR001727|IPR049555
CK_00034702,CK_Syn_WH8103_01755,IPR041698  IPR029063, 
CK_00034703,CK_Syn_WH8109_01123, , 
CK_00034704,CK_Pro_MIT0602_02029, , 
CK_00034706,CK_Pro_NATL1A_13901, , 
CK_00034707,CK_Syn_WH8109_02190, , 
CK_00034708,CK_Pro_SS52_01048,IPR012552  IPR051525, 
CK_00034709,CK_Syn_WH8109_01502, , 
CK_00034710,CK_Cya_PCC7001_02701,IPR025881, 
CK_00034711,CK_Syn_WH8109_01643,IPR007836, 
CK_00034713,CK_Syn_WH8109_01609, , 
CK_00034714,CK_Pro_MIT0701_01165,IPR010133  IPR004288, 
CK_00034715,CK_Syn_WH8109_02436, , 
CK_00034716,CK_Syn_WH8109_02387, , 
CK_00034717,CK_Syn_WH8020_02237,IPR009003  IPR043504  IPR008256  IPR028301,IPR019734
CK_00034719,CK_Pro_MIT9107_00128, , 
CK_00034721,CK_Pro_SS120_01034,IPR025881, 
CK_00034722,CK_Syn_RS9917_13963,IPR031429, 
CK_00034723,CK_Syn_WH8109_02325,IPR009057  IPR001647  IPR036271  IPR054156, 
CK_00034724,CK_Pro_AS9601_15801,IPR007826  IPR037269, 
CK_00034725,CK_Syn_WH8109_02379,IPR007836, 
CK_00034726,CK_Syn_PROS-U-1_02610,IPR027417, 
CK_00034727,CK_Syn_WH8109_02312,IPR000726  IPR023346, 
CK_00034728,CK_Cya_CB0205_08540,IPR017024, 
CK_00034729,CK_Syn_WH8109_02318,IPR038447  IPR006924,IPR025048
CK_00034730,CK_Syn_MVIR-18-1_02314,IPR007836, 
CK_00034731,CK_Syn_WH8109_02278, , 
CK_00034732,CK_Syn_WH8109_02310, , 
CK_00034733,CK_Syn_WH8109_01426,IPR029186, 
CK_00034734,CK_Syn_WH8109_02254, , 
CK_00034736,CK_Syn_PROS-U-1_02052,IPR035315, 
CK_00034738,CK_Syn_MITS9220_01914,IPR045175  IPR007484,IPR007484
CK_00034739,CK_Syn_WH8109_02451,IPR003687  IPR037270, 
CK_00034740,CK_Syn_WH8109_02532,IPR007836, 
CK_00034741,CK_Syn_WH8109_02576, , 
CK_00034742,CK_Syn_A15-60_02425,IPR011048  IPR051200  IPR015943  IPR048433,IPR017996
CK_00034743,CK_Syn_WH8109_02653, , 
CK_00034744,CK_Pro_MIT9322_01257,IPR031429, 
CK_00034745,CK_Syn_WH8109_02672, , 
CK_00034747,CK_Syn_WH8109_02755, , 
CK_00034748,CK_Syn_BIOS-E4-1_01504,IPR007457  IPR036766, 
CK_00034749,CK_Syn_WH8109_00429, , 
CK_00034750,CK_Pro_MIT9211_15361,IPR036770,IPR025197
CK_00034751,CK_Syn_WH8109_00178, , 
CK_00034752,CK_Pro_MIT9123_00870,IPR024542  IPR055259, 
CK_00034753,CK_Syn_WH8109_00227,IPR012565, 
CK_00034754,CK_Syn_SYN20_02299, , 
CK_00034755,CK_Syn_WH8020_00814,IPR036526,IPR003010
CK_00034756,CK_Syn_A18-40_00109,IPR011703  IPR050764  IPR041628  IPR027417,IPR011703|IPR041628
CK_00034757,CK_Syn_M16.1_01636,IPR029186, 
CK_00034758,CK_Pro_NATL1A_11421,IPR025881, 
CK_00034760,CK_Syn_WH8109_00311,IPR012292, 
CK_00034761,CK_Syn_WH8109_00490,IPR025881, 
CK_00034763,CK_Syn_WH8109_00492, , 
CK_00034764,CK_Pro_SS35_01757,IPR027434  IPR004860  IPR051289, 
CK_00034766,CK_Syn_WH8109_00486, , 
CK_00034767,CK_Syn_WH8103_00517, ,IPR001173
CK_00034768,CK_Cya_CB0205_07473,IPR007457  IPR036766, 
CK_00034769,CK_Syn_WH8103_00518, , 
CK_00034770,CK_Syn_CC9616_00683,IPR039312, 
CK_00034771,CK_Syn_WH8103_00509,IPR050362  IPR029063  IPR002935,IPR006342
CK_00034772,CK_Pro_SS120_01178,IPR009309, 
CK_00034773,CK_Syn_WH8103_00516, , 
CK_00034774,CK_Cya_PCC6307_01946,IPR009057  IPR001647  IPR036271,IPR001647|IPR041669
CK_00034775,CK_Syn_BIOS-E4-1_03919, ,IPR022240
CK_00034776,CK_Syn_BIOS-E4-1_03915,IPR006721  IPR036742, 
CK_00034777,CK_Syn_BIOS-E4-1_03916,IPR013078  IPR029033  IPR004449, 
CK_00034778,CK_Syn_WH8109_01731, , 
CK_00034779,CK_Syn_WH8109_01735,IPR007836, 
CK_00034780,CK_Syn_WH8109_01736, , 
CK_00034781,CK_Syn_WH8109_01724,IPR018774,IPR024455
CK_00034782,CK_Syn_WH8109_01726, , 
CK_00034783,CK_Syn_WH8109_01727,IPR025881, 
CK_00034784,CK_Syn_WH8109_01926, , 
CK_00034785,CK_Syn_WH8109_01638,IPR021570, 
CK_00034786,CK_Syn_WH8109_00109,IPR031429, 
CK_00034787,CK_Syn_WH8109_02058, , 
CK_00034790,CK_Syn_BIOS-E4-1_02951,IPR031429, 
CK_00034791,CK_Syn_BIOS-E4-1_02924, , 
CK_00034792,CK_Syn_BIOS-E4-1_03897,IPR007836, 
CK_00034795,CK_Syn_BIOS-E4-1_02981, , 
CK_00034797,CK_Syn_BIOS-E4-1_01176,IPR049607, 
CK_00034798,CK_Syn_BIOS-E4-1_02979, , 
CK_00034799,CK_Syn_WH8109_01801,IPR027417, 
CK_00034800,CK_Syn_WH8109_01809,IPR007836, 
CK_00034801,CK_Syn_WH8109_01798,IPR007836, 
CK_00034802,CK_Syn_WH8109_01799,IPR004893, 
CK_00034803,CK_Syn_WH8109_01794, , 
CK_00034804,CK_Syn_WH8109_01859, , 
CK_00034805,CK_Syn_WH8109_01787,IPR000392  IPR027417, 
CK_00034806,CK_Syn_WH8109_01922,IPR007836, 
CK_00034807,CK_Syn_WH8109_01748,IPR021570, 
CK_00034808,CK_Syn_WH8109_01747, , 
CK_00034809,CK_Syn_BIOS-E4-1_01140, , 
CK_00034810,CK_Syn_BIOS-E4-1_03024, , 
CK_00034812,CK_Syn_BIOS-E4-1_03010, , 
CK_00034813,CK_Syn_BIOS-E4-1_01000,IPR007836, 
CK_00034814,CK_Syn_BIOS-E4-1_03003, , 
CK_00034815,CK_Syn_BIOS-E4-1_01138, , 
CK_00034816,CK_Syn_BIOS-E4-1_01135,IPR002204  IPR006115  IPR036291, 
CK_00034817,CK_Syn_BIOS-E4-1_01137, , 
CK_00034818,CK_Syn_BIOS-E4-1_01131,IPR025211, 
CK_00034819,CK_Syn_BIOS-E4-1_01132,IPR049607, 
CK_00034821,CK_Syn_WH8109_01772, , 
CK_00034823,CK_Syn_WH8109_01929,IPR029186, 
CK_00034824,CK_Syn_WH8109_01763, , 
CK_00034825,CK_Syn_WH8109_01821, , 
CK_00034827,CK_Pro_MIT0603_00368,IPR007836, 
CK_00034828,CK_Syn_WH8109_01807, , 
CK_00034829,CK_Syn_WH8109_01897,IPR029186, 
CK_00034830,CK_Syn_MITS9220_03087, , 
CK_00034831,CK_Syn_WH8109_01800,IPR049607, 
CK_00034832,CK_Syn_WH8101_00218,IPR007836,IPR008441
CK_00034834,CK_Pro_MIT0602_01402,IPR029186, 
CK_00034836,CK_Syn_SYN20_02183,IPR049607, 
CK_00034837,CK_Syn_BIOS-E4-1_01128, , 
CK_00034838,CK_Pro_MIT0601_00007,IPR009249  IPR022870, 
CK_00034839,CK_Syn_BIOS-E4-1_01120,IPR031429, 
CK_00034841,CK_Syn_BIOS-E4-1_00997,IPR007836, 
CK_00034842,CK_Syn_WH8103_01014, , 
CK_00034843,CK_Syn_BIOS-U3-1_01966,IPR025211, 
CK_00034844,CK_Pro_MIT0604_01752, ,IPR005821
CK_00034845,CK_Syn_WH8016_01728, , 
CK_00034846,CK_Syn_WH8109_00089, , 
CK_00034847,CK_Syn_WH8016_01790,IPR007836, 
CK_00034848,CK_Syn_WH8109_01680, , 
CK_00034849,CK_Syn_WH8016_01810,IPR029186, 
CK_00034850,CK_Syn_WH8109_01729, , 
CK_00034851,CK_Syn_WH8016_01765, , 
CK_00034852,CK_Syn_WH8109_01725,IPR032710  IPR016533  IPR009798, 
CK_00034853,CK_Syn_WH8016_01769,IPR008278  IPR037143  IPR041354  IPR003542  IPR053566, 
CK_00034854,CK_Syn_WH8016_01760,IPR000073  IPR029058  IPR050266  IPR022742,IPR000073
CK_00034855,CK_Syn_WH8016_01763, , 
CK_00034856,CK_Syn_WH8016_01758,IPR003231  IPR036736  IPR009081,IPR009081
CK_00034857,CK_Syn_WH8016_01759, ,IPR002591
CK_00034858,CK_Syn_WH8109_01758, , 
CK_00034860,CK_Syn_WH8109_02023,IPR000084, 
CK_00034861,CK_Syn_WH8016_01767, ,IPR013968|IPR049900
CK_00034862,CK_Syn_WH8109_01732,IPR007836,IPR024455
CK_00034863,CK_Pro_MIT9116_00276, , 
CK_00034865,CK_Syn_WH8109_01960,IPR007836, 
CK_00034867,CK_Syn_A15-28_00037,IPR012565, 
CK_00034868,CK_Pro_MIT9313_02413,IPR000066  IPR018332  IPR002361  IPR035889, 
CK_00034869,CK_Syn_WH8101_01255, , 
CK_00034870,CK_Pro_MIT0703_00252,IPR029186, 
CK_00034871,CK_Pro_NATL2A_01396,IPR004893, 
CK_00034872,CK_Syn_WH8103_02169,IPR027417,IPR014819|IPR015330
CK_00034873,CK_Syn_A18-46.1_01670,IPR002615  IPR036062, 
CK_00034874,CK_Syn_PROS-7-1_00401, , 
CK_00034875,CK_Syn_BIOS-U3-1_00916, , 
CK_00034876,CK_Syn_BIOS-U3-1_00794, , 
CK_00034877,CK_Syn_BIOS-U3-1_00934, , 
CK_00034878,CK_Syn_BIOS-U3-1_00775, , 
CK_00034879,CK_Syn_BIOS-U3-1_00849, , 
CK_00034883,CK_Syn_WH8016_01694, , 
CK_00034885,CK_Syn_WH8016_01678,IPR031429, 
CK_00034886,CK_Syn_WH8016_01673,IPR007836,IPR015892
CK_00034887,CK_Syn_WH8016_01665, , 
CK_00034888,CK_Syn_WH8016_01662,IPR012565, 
CK_00034889,CK_Syn_WH8016_01686, , 
CK_00034890,CK_Syn_WH8016_01685, , 
CK_00034891,CK_Syn_WH8016_01682,IPR007836,IPR001173
CK_00034892,CK_Syn_WH8016_01680,IPR027417, 
CK_00034893,CK_Syn_BIOS-U3-1_00852,IPR031429, 
CK_00034894,CK_Syn_BIOS-U3-1_00853,IPR024249,IPR012447
CK_00034895,CK_Syn_BIOS-U3-1_00741,IPR007836, 
CK_00034897,CK_Syn_BIOS-U3-1_00743, ,IPR012869
CK_00034898,CK_Syn_BIOS-U3-1_00747,IPR027214  IPR000010  IPR046350  IPR018073, 
CK_00034899,CK_Syn_BIOS-U3-1_00748, , 
CK_00034900,CK_Syn_BIOS-U3-1_00750, , 
CK_00034901,CK_Syn_BIOS-U3-1_00749, , 
CK_00034902,CK_Syn_WH8016_01620,IPR007836, 
CK_00034903,CK_Syn_WH8016_01628, , 
CK_00034904,CK_Syn_WH8016_01649,IPR007836, 
CK_00034905,CK_Syn_WH8016_01152, ,IPR002104
CK_00034908,CK_Syn_WH8016_01467, , 
CK_00034909,CK_Syn_WH8016_01414, , 
CK_00034910,CK_Syn_WH8016_01508, , 
CK_00034912,CK_Syn_BIOS-U3-1_00964, , 
CK_00034913,CK_Syn_BIOS-U3-1_00963,IPR007836, 
CK_00034914,CK_Syn_BIOS-U3-1_00765,IPR007836, 
CK_00034915,CK_Syn_BIOS-U3-1_00972, , 
CK_00034916,CK_Syn_BIOS-U3-1_00720,IPR007836, 
CK_00034918,CK_Syn_BIOS-U3-1_00976, , 
CK_00034919,CK_Syn_BIOS-U3-1_00697,IPR025881, 
CK_00034920,CK_Syn_BIOS-U3-1_00695,IPR007826  IPR037269, 
CK_00034921,CK_Syn_WH8016_01149,IPR009507, 
CK_00034922,CK_Syn_WH8109_01400, , 
CK_00034923,CK_Syn_WH8016_01151,IPR007836, 
CK_00034924,CK_Syn_WH8016_01146,IPR000875, 
CK_00034925,CK_Syn_WH8016_01148, , 
CK_00034926,CK_Syn_WH8109_02370, , 
CK_00034928,CK_Syn_WH8109_01419,IPR025881, 
CK_00034929,CK_Syn_WH8016_01139,IPR007836, 
CK_00034930,CK_Syn_WH8109_00170, , 
CK_00034931,CK_Syn_WH8016_01137, , 
CK_00034932,CK_Syn_WH8109_02435,IPR029186, 
CK_00034934,CK_Syn_WH8109_02328, , 
CK_00034935,CK_Syn_WH8016_01135, , 
CK_00034936,CK_Syn_WH8109_02332, , 
CK_00034938,CK_Syn_WH8109_02334,IPR049607, 
CK_00034939,CK_Syn_WH8109_01451,IPR007836, 
CK_00034940,CK_Syn_WH8109_01498,IPR006680  IPR011059  IPR032466  IPR008221  IPR011612  IPR050112  IPR017950  IPR005848  IPR017951  IPR002019  IPR036461  IPR002026  IPR036463  IPR040881  IPR029754, 
CK_00034941,CK_Syn_BIOS-U3-1_00738,IPR008816,IPR008816
CK_00034942,CK_Syn_BIOS-U3-1_00969, , 
CK_00034943,CK_Syn_BIOS-U3-1_00723,IPR007166,IPR012902
CK_00034944,CK_Syn_BIOS-U3-1_00971,IPR000084, 
CK_00034946,CK_Syn_BIOS-U3-1_00651, , 
CK_00034947,CK_Syn_BIOS-U3-1_01001, , 
CK_00034948,CK_Syn_BIOS-U3-1_00653,IPR021570, 
CK_00034949,CK_Syn_BIOS-U3-1_01010, , 
CK_00034950,CK_Syn_WH8016_01132,IPR025881, 
CK_00034951,CK_Syn_WH8016_01127,IPR007457  IPR036766, 
CK_00034953,CK_Syn_WH8109_01500,IPR007836, 
CK_00034954,CK_Syn_WH8016_01130, , 
CK_00034955,CK_Syn_WH8109_01508,IPR009050  IPR012128  IPR038719, 
CK_00034956,CK_Syn_WH8016_01131, , 
CK_00034957,CK_Syn_WH8109_02313,IPR029186, 
CK_00034959,CK_Syn_WH8109_02326,IPR007836, 
CK_00034960,CK_Syn_WH8016_01123,IPR007836, 
CK_00034961,CK_Syn_WH8109_02306, , 
CK_00034962,CK_Syn_WH8016_01126, , 
CK_00034964,CK_Syn_WH8016_01125, , 
CK_00034966,CK_Syn_WH8109_02301, , 
CK_00034967,CK_Syn_WH8109_00110,IPR029186, 
CK_00034968,CK_Syn_WH8016_01121,IPR025881, 
CK_00034969,CK_Syn_WH8109_01577, , 
CK_00034970,CK_Syn_BIOS-U3-1_00694, , 
CK_00034971,CK_Syn_BIOS-U3-1_00990, , 
CK_00034972,CK_Syn_BIOS-U3-1_00988,IPR031429, 
CK_00034973,CK_Syn_BIOS-U3-1_00693,IPR027413, 
CK_00034974,CK_Syn_BIOS-U3-1_00692,IPR012595, 
CK_00034975,CK_Syn_WH8016_01116, , 
CK_00034977,CK_Syn_WH8016_01115,IPR014279  IPR004349,IPR001849
CK_00034979,CK_Syn_WH8016_01114, , 
CK_00034981,CK_Syn_WH8016_01113, , 
CK_00034982,CK_Pro_AS9601_04321,IPR009249  IPR022827,IPR045920
CK_00034984,CK_Syn_WH8016_01424,IPR040784  IPR044505  IPR006047  IPR004193  IPR013780  IPR022844  IPR011837  IPR017853  IPR013783  IPR014756,IPR004193|IPR006047|IPR048650
CK_00034985,CK_Syn_WH8016_01118, , 
CK_00034986,CK_Syn_WH8020_00775, , 
CK_00034987,CK_Syn_WH8016_01117,IPR031429, 
CK_00034988,CK_Syn_A15-60_01485, , 
CK_00034989,CK_Pro_MIT0603_01046, , 
CK_00034990,CK_Pro_MIT9314_01859,IPR036412  IPR006549  IPR023214  IPR004446  IPR006543  IPR013954,IPR006543|IPR006549|IPR013954
CK_00034991,CK_Pro_MIT0702_00434, , 
CK_00034992,CK_Syn_WH8016_01109,IPR009986  IPR038208, 
CK_00034993,CK_Syn_WH8016_01112,IPR007836, 
CK_00034994,CK_Syn_WH8016_01107, , 
CK_00034995,CK_Syn_WH8016_01108,IPR009309, 
CK_00034996,CK_Syn_WH8016_00997,IPR012565, 
CK_00034997,CK_Syn_RS9907_02839,IPR027417,IPR005331
CK_00034998,CK_Syn_WH8016_00996, , 
CK_00034999,CK_Syn_WH8109_00796,IPR031429, 
CK_00035000,CK_Syn_WH8016_01007,IPR029186, 
CK_00035001,CK_Syn_NOUM97013_02789,IPR012565, 
CK_00035002,CK_Syn_WH8016_01001,IPR029186, 
CK_00035003,CK_Syn_MITS9220_02213,IPR007836, 
CK_00035004,CK_Syn_WH8016_01105,IPR031429, 
CK_00035005,CK_Syn_WH8102_01359,IPR007836, 
CK_00035006,CK_Syn_WH8016_01051,IPR007836, 
CK_00035008,CK_Pro_SS51_01122,IPR031429,IPR018306
CK_00035009,CK_Syn_WH8016_01106,IPR010673  IPR023089  IPR036806, 
CK_00035010,CK_Syn_MITS9220_02435,IPR007457  IPR036766, 
CK_00035011,CK_Pro_MIT0702_02269, , 
CK_00035012,CK_Cya_PCC6307_00292,IPR007836,IPR024983
CK_00035013,CK_Cya_PCC6307_02725,IPR052020  IPR003607  IPR006674  IPR037522,IPR003018|IPR003660|IPR037522
CK_00035014,CK_Syn_WH8016_00943,IPR019717,IPR021453
CK_00035015,CK_Syn_WH8016_00948,IPR025881, 
CK_00035016,CK_Syn_WH8016_00956,IPR049607, 
CK_00035017,CK_Syn_WH8016_00892,IPR015550  IPR000532, 
CK_00035018,CK_Pro_MIT9321_00153, , 
CK_00035019,CK_Syn_WH8016_00861, , 
CK_00035020,CK_Syn_PROS-7-1_00955,IPR007166  IPR026451, 
CK_00035021,CK_Syn_WH8016_00858, , 
CK_00035022,CK_Pro_MIT0703_01638,IPR003687  IPR037270, 
CK_00035023,CK_Syn_WH8016_00857,IPR036041  IPR017989  IPR001574  IPR016138  IPR016139, 
CK_00035024,CK_Pro_MIT9303_16541,IPR009825  IPR022914,IPR003784
CK_00035025,CK_Syn_WH8016_00856,IPR031391, 
CK_00035026,CK_Syn_WH8016_00855,IPR007962, 
CK_00035027,CK_Pro_EQPAC1_00419,IPR003686  IPR037271, 
CK_00035028,CK_Syn_WH8016_00854, , 
CK_00035029,CK_Pro_MIT9303_24001,IPR031429, 
CK_00035030,CK_Syn_WH8016_00853,IPR007962, 
CK_00035031,CK_Pro_SS35_00970, , 
CK_00035032,CK_Syn_WH8016_00851,IPR007962, 
CK_00035033,CK_Syn_WH8016_00852, , 
CK_00035034,CK_Syn_WH8016_00846, ,IPR013382
CK_00035035,CK_Syn_WH8109_01424,IPR007836, 
CK_00035036,CK_Syn_WH8016_00845,IPR013381,IPR013381
CK_00035037,CK_Syn_BIOS-E4-1_00898,IPR021570, 
CK_00035038,CK_Syn_WH8016_00848,IPR021124  IPR013422  IPR010155,IPR010147|IPR013422|IPR021124
CK_00035039,CK_Syn_KORDI-52_07950, , 
CK_00035040,CK_Syn_WH8016_00847,IPR014074  IPR048620  IPR043066  IPR048539  IPR048619  IPR043065,IPR010148
CK_00035041,CK_Pro_MIT9314_01611,IPR031429, 
CK_00035042,CK_Syn_WH8016_00842, ,IPR006474|IPR006483|IPR041372
CK_00035043,CK_Syn_A18-25c_02067,IPR031429, 
CK_00035044,CK_Syn_WH8016_00841,IPR009083  IPR009088  IPR003194  IPR015871  IPR015872, 
CK_00035045,CK_Pro_MIT0702_03063,IPR009518  IPR023431, 
CK_00035046,CK_Syn_WH8016_00844, ,IPR001098|IPR019760
CK_00035047,CK_Pro_MIT9314_01623, , 
CK_00035048,CK_Syn_WH8016_00843,IPR012337  IPR036397  IPR038720, 
CK_00035049,CK_Syn_RS9915_01922,IPR031429, 
CK_00035050,CK_Syn_WH8016_00850,IPR010179,IPR010179
CK_00035051,CK_Syn_WH8016_00840,IPR007836,IPR007936
CK_00035052,CK_Pro_SS52_00862,IPR036291  IPR008030  IPR051164,IPR008030
CK_00035054,CK_Syn_CC9616_02596,IPR008992  IPR006126  IPR006173  IPR016091  IPR013307  IPR006123, 
CK_00035055,CK_Syn_BIOS-E4-1_03658,IPR021117  IPR021116  IPR018360  IPR015476  IPR001693, 
CK_00035056,CK_Syn_BIOS-E4-1_00956,IPR007836, 
CK_00035058,CK_Syn_BIOS-E4-1_01796,IPR007836, 
CK_00035060,CK_Syn_BIOS-E4-1_03652, , 
CK_00035061,CK_Syn_BL107_16600, , 
CK_00035062,CK_Syn_BIOS-E4-1_00185, , 
CK_00035063,CK_Syn_BIOS-E4-1_00190, , 
CK_00035064,CK_Syn_BL107_15520,IPR049607, 
CK_00035065,CK_Syn_BIOS-E4-1_01785,IPR035912  IPR000781, 
CK_00035066,CK_Syn_BL107_15870,IPR049607, 
CK_00035069,CK_Syn_BIOS-E4-1_03642,IPR025881, 
CK_00035072,CK_Syn_BL107_15000, , 
CK_00035074,CK_Syn_BL107_15295, , 
CK_00035075,CK_Syn_BIOS-E4-1_01763,IPR007836, 
CK_00035076,CK_Syn_BIOS-E4-1_03746, , 
CK_00035077,CK_Syn_BIOS-E4-1_03637,IPR029186, 
CK_00035078,CK_Syn_BL107_14810, , 
CK_00035079,CK_Syn_BIOS-E4-1_03752,IPR007836, 
CK_00035080,CK_Syn_BL107_14950,IPR007836, 
CK_00035081,CK_Syn_BIOS-E4-1_03753,IPR001509  IPR051604  IPR036291,IPR016040
CK_00035083,CK_Syn_BIOS-E4-1_03747, , 
CK_00035084,CK_Syn_BL107_14795,IPR031429, 
CK_00035085,CK_Syn_BIOS-E4-1_03749,IPR013785  IPR017853  IPR018155, 
CK_00035086,CK_Syn_BL107_14495,IPR031429, 
CK_00035087,CK_Syn_BIOS-E4-1_03760,IPR007836, 
CK_00035088,CK_Syn_BL107_14615,IPR006241  IPR006216  IPR013081, 
CK_00035089,CK_Syn_BL107_14080, , 
CK_00035091,CK_Syn_BL107_14085, , 
CK_00035092,CK_Syn_BIOS-E4-1_03755, , 
CK_00035093,CK_Syn_BL107_13990, , 
CK_00035094,CK_Syn_BL107_14035, , 
CK_00035095,CK_Syn_BL107_13250,IPR049607, 
CK_00035096,CK_Syn_BIOS-E4-1_03770, , 
CK_00035097,CK_Syn_BL107_13295,IPR021570, 
CK_00035098,CK_Syn_BIOS-E4-1_03771,IPR031429, 
CK_00035099,CK_Syn_BL107_13635,IPR007836, 
CK_00035100,CK_Syn_BIOS-E4-1_03772, , 
CK_00035101,CK_Syn_BL107_13950, , 
CK_00035102,CK_Syn_BIOS-E4-1_03773, , 
CK_00035103,CK_Syn_BL107_13985,IPR007836, 
CK_00035106,CK_Syn_BIOS-E4-1_03765, , 
CK_00035107,CK_Syn_BIOS-E4-1_03769,IPR007836, 
CK_00035108,CK_Syn_BL107_12655,IPR012565, 
CK_00035110,CK_Syn_BIOS-E4-1_03775,IPR029186, 
CK_00035111,CK_Syn_BL107_13035, , 
CK_00035112,CK_Syn_BIOS-E4-1_03776,IPR007836, 
CK_00035114,CK_Syn_BL107_13200, , 
CK_00035115,CK_Syn_WH8016_00831,IPR002759  IPR038085, 
CK_00035119,CK_Syn_WH8016_00833,IPR009050  IPR012128  IPR038719, 
CK_00035120,CK_Syn_BL107_12041,IPR025881, 
CK_00035121,CK_Syn_WH8016_00835,IPR007836, 
CK_00035123,CK_Syn_WH8016_00824,IPR025881, 
CK_00035124,CK_Syn_WH8016_00827,IPR021127  IPR019199, 
CK_00035127,CK_Syn_WH8016_00830,IPR003716  IPR006110  IPR036161, 
CK_00035128,CK_Syn_BL107_12590,IPR015499  IPR001651  IPR013152, 
CK_00035129,CK_Syn_WH8016_00836, , 
CK_00035130,CK_Syn_BL107_11891, , 
CK_00035131,CK_Syn_WH8016_00838,IPR012340  IPR000424, 
CK_00035132,CK_Syn_BL107_12021,IPR007836, 
CK_00035135,CK_Syn_BMK-MC-1_02306, , 
CK_00035137,CK_Syn_BMK-MC-1_02319,IPR049607, 
