SeqCluster,Most represented functional category
CK_00006135,IPR001375|IPR011659
CK_00006138,IPR003689
CK_00006139,IPR002048|IPR017905
CK_00006144,IPR027351
CK_00006145,IPR002645
CK_00006148,IPR032633
CK_00006156,IPR001279
CK_00006157,IPR000073
CK_00006179,IPR021734
CK_00006188,IPR000425
CK_00006200,IPR001849
CK_00006203,IPR005770
CK_00006213,IPR013099
CK_00006214,IPR003830
CK_00006215,IPR001638|IPR018313
CK_00006216,IPR001991
CK_00006263,IPR012447
CK_00006290,IPR002104
CK_00006293,IPR000551
CK_00006325,IPR008166
CK_00006361,IPR006153
CK_00006364,IPR010617
CK_00006369,IPR018721
CK_00006399,IPR014982
CK_00006408,IPR013216
CK_00006409,IPR022643|IPR022644
CK_00006411,IPR000595|IPR011607|IPR018148
CK_00006421,IPR000209|IPR022398|IPR023827|IPR023828
CK_00006424,IPR003010
CK_00006432,IPR001173
CK_00006434,IPR006342
CK_00006442,IPR000683|IPR004104
CK_00006446,IPR003329
CK_00006453,IPR001296
CK_00006458,IPR013096
CK_00006479,IPR021453
CK_00006480,IPR003594|IPR003660|IPR005467
CK_00006496,IPR029471
CK_00006498,IPR021362
CK_00006501,IPR012903|IPR022516
CK_00006510,IPR000863
CK_00006520,IPR014903
CK_00006541,IPR046501
CK_00006564,IPR002514
CK_00006566,IPR018170|IPR023210
CK_00006571,IPR046612
CK_00006573,IPR002187
CK_00006574,IPR010293
CK_00006575,IPR001155
CK_00006583,IPR046572
CK_00006584,IPR000572|IPR006311
CK_00006585,IPR011577
CK_00006592,IPR000917
CK_00006593,IPR005325
CK_00006594,IPR006311
CK_00006595,IPR018060|IPR018062
CK_00006597,IPR000917
CK_00006606,IPR005804
CK_00006607,IPR000073
CK_00006608,IPR011576
CK_00006609,IPR004045|IPR004046|IPR010987
CK_00006610,IPR001647|IPR011075
CK_00006612,IPR045761
CK_00006615,IPR002921
CK_00006617,IPR028096
CK_00006619,IPR005183
CK_00006622,IPR007627|IPR007630|IPR014284
CK_00006623,IPR018764
CK_00006624,IPR006869
CK_00006626,IPR001173
CK_00006648,IPR043729
CK_00006649,IPR013217
CK_00006654,IPR001173
CK_00006658,IPR001296|IPR028098
CK_00006666,IPR018667
CK_00006667,IPR002364|IPR013154
CK_00006678,IPR002523
CK_00006683,IPR013766|IPR017937
CK_00006688,IPR000055
CK_00006694,IPR013406
CK_00006699,IPR049250
CK_00006700,IPR032568
CK_00006701,IPR031807
CK_00006702,IPR007842
CK_00006703,IPR002934
CK_00006706,IPR001387|IPR013430
CK_00006712,IPR012938
CK_00006713,IPR001638
CK_00006715,IPR007709
CK_00006722,IPR002068
CK_00006726,IPR008278
CK_00006728,IPR006685
CK_00006730,IPR000917
CK_00006736,IPR020948
CK_00006740,IPR000868
CK_00006742,IPR002293
CK_00006743,IPR006656|IPR006657|IPR010046
CK_00006747,IPR005302|IPR005303
CK_00006748,IPR000595|IPR002645|IPR015868|IPR018488
CK_00006750,IPR006860
CK_00006754,IPR018060|IPR018062
CK_00006766,IPR018060|IPR018062|IPR032783
CK_00006767,IPR016040
CK_00006790,IPR002716
CK_00006791,IPR007159
CK_00006800,IPR010918|IPR011854|IPR016188
CK_00006801,IPR002780
CK_00006802,IPR005720
CK_00006803,IPR002880|IPR011766|IPR011895|IPR017896|IPR017900|IPR019456|IPR019752|IPR033412
CK_00006804,IPR001109
CK_00006805,IPR001792|IPR004421|IPR006070|IPR011125|IPR041440
CK_00006806,IPR000688
CK_00006807,IPR000671
CK_00006808,IPR001501|IPR018194
CK_00006809,IPR006137
CK_00006810,IPR001041|IPR017896|IPR017900|IPR019574
CK_00006811,IPR001949|IPR011538|IPR019575
CK_00006812,IPR002023
CK_00006815,IPR025420|IPR041682
CK_00006823,IPR001646
CK_00006834,IPR005490
CK_00006836,IPR003812|IPR025230
CK_00006847,IPR014016|IPR014017
CK_00006848,IPR013520
CK_00006850,IPR001296
CK_00006851,IPR008462
CK_00006853,IPR008462
CK_00006855,IPR000944|IPR030489
CK_00006859,IPR029479
CK_00006866,IPR000425|IPR022357
CK_00006867,IPR000194|IPR004100
CK_00006868,IPR002699
CK_00006869,IPR002490
CK_00006870,IPR002379
CK_00006872,IPR024492
CK_00006873,IPR000194|IPR004100|IPR020003|IPR031686
CK_00006876,IPR018445
CK_00006877,IPR001204
CK_00006883,IPR001353
CK_00006889,IPR006016
CK_00006891,IPR021139
CK_00006900,IPR010617
CK_00006905,IPR002052|IPR003356|IPR022749
CK_00006906,IPR007362
CK_00006907,IPR002934
CK_00006909,IPR001650|IPR006935|IPR007409|IPR013670|IPR014001|IPR025285
CK_00006910,IPR001077|IPR016461|IPR031725
CK_00006919,IPR005184
CK_00006931,IPR000073
CK_00006932,IPR005240
CK_00006936,IPR025979
CK_00006937,IPR022796
CK_00006942,IPR004307
CK_00006948,IPR012903|IPR022516
CK_00006952,IPR003841
CK_00006956,IPR006076
CK_00006963,IPR029457
CK_00006974,IPR012301|IPR012302|IPR015884
CK_00007003,IPR021139|IPR025605
CK_00007009,IPR001711
CK_00007018,IPR000209|IPR022398|IPR023828
CK_00007019,IPR000836
CK_00007020,IPR002925
CK_00007021,IPR005247|IPR008914
CK_00007023,IPR001279
CK_00007029,IPR001173
CK_00007030,IPR044021
CK_00007031,IPR001764|IPR002772|IPR026891
CK_00007035,IPR003675
CK_00007039,IPR005184
CK_00007042,IPR018660
CK_00007044,IPR001851
CK_00007045,IPR001851
CK_00007046,IPR028081
CK_00007047,IPR003010
CK_00007054,IPR008258
CK_00007061,IPR029479
CK_00007067,IPR004360|IPR037523
CK_00007072,IPR001466|IPR021860
CK_00007075,IPR000873|IPR020845|IPR025110
CK_00007079,IPR003812|IPR025758
CK_00007081,IPR000182
CK_00007086,IPR006311|IPR010621|IPR010679
CK_00007089,IPR002585
CK_00007096,IPR008910
CK_00007103,IPR038729
CK_00007104,IPR004593|IPR004843|IPR026843
CK_00007110,IPR006685|IPR049142|IPR049278
CK_00007112,IPR002641
CK_00007117,IPR001173|IPR026461
CK_00007118,IPR006869
CK_00007119,IPR008462
CK_00007120,IPR003439|IPR017871
CK_00007129,IPR007130
CK_00007131,IPR012318
CK_00007139,IPR001763
CK_00007143,IPR000515|IPR007210
CK_00007144,IPR000782
CK_00007146,IPR000121|IPR002192|IPR006319|IPR008279|IPR018274|IPR023151
CK_00007149,IPR016047
CK_00007151,IPR000326
CK_00007176,IPR002716
CK_00007177,IPR007159
CK_00007178,IPR006442
CK_00007179,IPR002716
CK_00007186,IPR013216
CK_00007188,IPR041307
CK_00007190,IPR049625
CK_00007199,IPR002645|IPR003658
CK_00007203,IPR003715
CK_00007205,IPR028098
CK_00007210,IPR007235
CK_00007211,IPR003594
CK_00007221,IPR004843
CK_00007230,IPR008217
CK_00007235,IPR006311
CK_00007247,IPR028098
CK_00007248,IPR001296
CK_00007251,IPR001296|IPR028098
CK_00007252,IPR001296
CK_00007261,IPR002716
CK_00007262,IPR007159
CK_00007267,IPR002716
CK_00007268,IPR006442
CK_00007271,IPR002716
CK_00007285,IPR007272
CK_00007286,IPR046513
CK_00007289,IPR006047|IPR006048
CK_00007293,IPR022764
CK_00007295,IPR000253
CK_00007296,IPR000719
CK_00007297,IPR002035
CK_00007310,IPR004360|IPR037523
CK_00007319,IPR002938
CK_00007331,IPR020556|IPR023631
CK_00007366,IPR004919
CK_00007367,IPR054267
CK_00007370,IPR002781
CK_00007379,IPR013096
CK_00007392,IPR010621|IPR010679
CK_00007402,IPR006674
CK_00007472,IPR000014|IPR013656
CK_00007479,IPR037401
CK_00007483,IPR002725
CK_00007484,IPR000055
CK_00007496,IPR012902
CK_00007499,IPR002048|IPR004937|IPR018247
CK_00007505,IPR006202
CK_00007506,IPR027385
CK_00007507,IPR039448
CK_00007519,IPR005331
CK_00007527,IPR001789|IPR001867
CK_00007529,IPR001343|IPR002105|IPR016134|IPR019791
CK_00007532,IPR007739
CK_00007542,IPR006311|IPR010869
CK_00007543,IPR014917
CK_00007560,IPR005331
CK_00007561,IPR000182|IPR019734
CK_00007564,IPR019734
CK_00007566,IPR001343
CK_00007567,IPR007739
CK_00007570,IPR019734
CK_00007571,IPR000297
CK_00007572,IPR001734
CK_00007581,IPR010610
CK_00007587,IPR011701|IPR020846
CK_00007588,IPR002125|IPR016192
CK_00007619,IPR000620
CK_00007630,IPR001128
CK_00007631,IPR002938
CK_00007632,IPR026286
CK_00007633,IPR045336|IPR045337
CK_00007634,IPR011701|IPR020846
CK_00007649,IPR018650
CK_00007669,IPR001343|IPR018511
CK_00007703,IPR004360|IPR037523
CK_00007708,IPR001343
CK_00007715,IPR024385
CK_00007719,IPR046740
CK_00007730,IPR018306
CK_00007731,IPR003615
CK_00007734,IPR001098|IPR014818
CK_00007751,IPR000271|IPR020939
CK_00007890,IPR001650|IPR006935|IPR014001|IPR024975
CK_00007923,IPR009241|IPR014056
CK_00007993,IPR001280|IPR006243|IPR020586
CK_00007994,IPR012128
CK_00007995,IPR019831|IPR019832|IPR019833
CK_00007996,IPR012128
CK_00007997,IPR001036
CK_00007999,IPR006247|IPR012128
CK_00008000,IPR000943|IPR007624|IPR007627|IPR007630|IPR009042|IPR012760|IPR014284|IPR017848
CK_00008001,IPR006246|IPR012128
CK_00008002,IPR012128
CK_00008004,IPR012128
CK_00008005,IPR012128
CK_00008006,IPR012128
CK_00008007,IPR006245|IPR012128
CK_00008008,IPR012128
CK_00008009,IPR011115|IPR014018
CK_00008011,IPR004837
CK_00008012,IPR001297
CK_00008013,IPR001789|IPR001867
CK_00008014,IPR001789|IPR001867
CK_00008015,IPR001789|IPR001867
CK_00008016,IPR001297
CK_00008017,IPR001789|IPR001867
CK_00008018,IPR004045|IPR010987
CK_00008019,IPR001789|IPR001867
CK_00008020,IPR001297|IPR008213
CK_00008021,IPR006685|IPR049278
CK_00008022,IPR001297|IPR008213
CK_00008023,IPR001297
CK_00008024,IPR000866|IPR013766
CK_00008025,IPR003439|IPR011527|IPR017871
CK_00008026,IPR001626
CK_00008028,IPR005746|IPR013766|IPR017937
CK_00008029,IPR003838|IPR005891
CK_00008030,IPR001789|IPR001867
CK_00008031,IPR001297
CK_00008032,IPR001297
CK_00008034,IPR003959|IPR004176|IPR018368|IPR019489|IPR028299|IPR041546
CK_00008035,IPR001943|IPR003959|IPR004176|IPR018368|IPR019489|IPR028299|IPR041546
CK_00008036,IPR023562
CK_00008037,IPR001907|IPR018215|IPR023562
CK_00008038,IPR001907|IPR018215|IPR023562|IPR033135
CK_00008040,IPR003439|IPR011527|IPR017871
CK_00008041,IPR003439|IPR011527
CK_00008042,IPR003439|IPR011527|IPR017871
CK_00008043,IPR000595|IPR003439|IPR005074|IPR011527|IPR017871
CK_00008044,IPR003439|IPR011527
CK_00008045,IPR002645|IPR011547
CK_00008046,IPR003698|IPR007197
CK_00008047,IPR001623|IPR002939|IPR018253
CK_00008048,IPR003439|IPR017871
CK_00008051,IPR022796
CK_00008052,IPR012725|IPR013126|IPR018181
CK_00008054,IPR001844|IPR002423|IPR018370
CK_00008055,IPR021133
CK_00008056,IPR000249|IPR020808|IPR044872
CK_00008058,IPR000484|IPR005867
CK_00008059,IPR003439|IPR017871
CK_00008060,IPR003439|IPR017871
CK_00008061,IPR003439|IPR005892|IPR017871
CK_00008062,IPR003439|IPR012693|IPR017871
CK_00008063,IPR003439|IPR017871
CK_00008064,IPR003439|IPR017871
CK_00008065,IPR003439|IPR030921
CK_00008066,IPR003439|IPR017871
CK_00008067,IPR003439|IPR017871
CK_00008068,IPR003439|IPR013611|IPR017871
CK_00008069,IPR003439|IPR013611|IPR017871
CK_00008072,IPR003439|IPR017871
CK_00008073,IPR003439|IPR017871|IPR032823
CK_00008074,IPR003439|IPR017780
CK_00008077,IPR003439|IPR011527|IPR017871
CK_00008079,IPR000595|IPR003439|IPR011527|IPR017871
CK_00008083,IPR003439|IPR017871
CK_00008084,IPR003439
CK_00008085,IPR000642|IPR003959|IPR003960|IPR005936|IPR011546|IPR041569
CK_00008086,IPR000642|IPR003959|IPR003960|IPR005936|IPR011546|IPR041569
CK_00008087,IPR000642|IPR003959|IPR003960|IPR005936|IPR041569
CK_00008088,IPR007049
CK_00008089,IPR027360
CK_00008090,IPR001750|IPR010227
CK_00008091,IPR001750|IPR010227
CK_00008092,IPR006424|IPR020828|IPR020829|IPR020830
CK_00008093,IPR006424|IPR020828|IPR020829|IPR020830
CK_00008094,IPR019734
CK_00008095,IPR001478
CK_00008096,IPR001478
CK_00008097,IPR001041
CK_00008098,IPR001041|IPR006058|IPR010241
CK_00008099,IPR001041|IPR006058|IPR010241
CK_00008100,IPR000504
CK_00008103,IPR003672|IPR011953
CK_00008104,IPR001216|IPR001926|IPR005856|IPR005859
CK_00008105,IPR001216|IPR001926
CK_00008106,IPR000073
CK_00008107,IPR002205|IPR006691
CK_00008108,IPR002637
CK_00008109,IPR000192|IPR020578
CK_00008110,IPR001478|IPR004447|IPR005151|IPR041489
CK_00008111,IPR001727
CK_00008113,IPR038731
CK_00008114,IPR001538
CK_00008115,IPR002579
CK_00008116,IPR005804
CK_00008117,IPR005804
CK_00008118,IPR000883|IPR023615|IPR023616
CK_00008119,IPR006311|IPR040449|IPR040921
CK_00008121,IPR006145|IPR006224
CK_00008122,IPR000253|IPR001264|IPR001460
CK_00008123,IPR000629|IPR001650|IPR011545|IPR014001|IPR014014
CK_00008125,IPR016047
CK_00008129,IPR020904
CK_00008130,IPR005829|IPR011701|IPR020846
CK_00008156,IPR004360|IPR037523
CK_00008169,IPR011701
CK_00008170,IPR025993
CK_00008172,IPR009695
CK_00008185,IPR006062|IPR010139|IPR017926
CK_00008207,IPR021134
CK_00008209,IPR049283
CK_00008210,IPR018060
CK_00008220,IPR001466|IPR049511
CK_00008265,IPR013094
CK_00008269,IPR012902
CK_00008270,IPR012902
CK_00008282,IPR007167
CK_00008333,IPR000845
CK_00008348,IPR002925
CK_00008374,IPR011701|IPR020846
CK_00008421,IPR004827|IPR019191
CK_00008428,IPR000868
CK_00008429,IPR000014|IPR001789|IPR003594|IPR003661|IPR005467
CK_00008435,IPR013216
CK_00008484,IPR001343|IPR002035|IPR018511|IPR043824
CK_00008493,IPR010753
CK_00008524,IPR017835|IPR025993
CK_00008537,IPR002818|IPR006287
CK_00008542,IPR018976
CK_00008543,IPR009056|IPR010538
CK_00008544,IPR011944|IPR013543
CK_00008552,IPR024385
CK_00008566,IPR012903|IPR022516
CK_00008574,IPR004776
CK_00008659,IPR022796
CK_00008689,IPR000182
CK_00008701,IPR001905|IPR018047|IPR024041
CK_00008702,IPR020051|IPR029479
CK_00008719,IPR000836
CK_00008727,IPR002104
CK_00008737,IPR001128|IPR017972
CK_00008747,IPR014123
CK_00008752,IPR003689
CK_00008771,IPR007138
CK_00008775,IPR001128
CK_00008776,IPR006314|IPR049509
CK_00008787,IPR006685
CK_00008793,IPR009722
CK_00008795,IPR006976
CK_00008796,IPR006680
CK_00008797,IPR000073
CK_00008849,IPR003644
CK_00008855,IPR008146|IPR008147|IPR017536|IPR027303
CK_00008856,IPR006139|IPR006140|IPR029752|IPR029753
CK_00009005,IPR000719|IPR004147
CK_00009006,IPR004147
CK_00009007,IPR000653
CK_00009009,IPR002932|IPR018967
CK_00009016,IPR005546|IPR013425
CK_00009018,IPR002649|IPR016009
CK_00009019,IPR003526|IPR020555
CK_00009020,IPR007561
CK_00009021,IPR012663
CK_00009039,IPR001173
CK_00009056,IPR000943|IPR007624|IPR007627|IPR007630|IPR009042|IPR014284|IPR017848
CK_00009057,IPR000943|IPR007624|IPR007627|IPR007630|IPR009042|IPR014284|IPR017848
CK_00009058,IPR000943|IPR007624|IPR007627|IPR007630|IPR009042|IPR014284|IPR017848
CK_00009059,IPR007624|IPR007627|IPR007630|IPR009042|IPR014284
CK_00009060,IPR007627|IPR007630|IPR009042|IPR014284
CK_00009061,IPR000943|IPR007627|IPR007630|IPR009042|IPR014284
CK_00009062,IPR007624|IPR007627|IPR007630|IPR009042|IPR014284
CK_00009066,IPR001296
CK_00009067,IPR005069
CK_00009070,IPR010139|IPR017926
CK_00009072,IPR001297
CK_00009073,IPR001297
CK_00009077,IPR014030|IPR014031|IPR018201|IPR020841
CK_00009089,IPR030906
CK_00009092,IPR001347
CK_00009095,IPR000932
CK_00009098,IPR006047
CK_00009101,IPR006311|IPR017941
CK_00009102,IPR004099|IPR023753
CK_00009103,IPR004099|IPR012999|IPR023753|IPR032816
CK_00009104,IPR040632
CK_00009107,IPR003594|IPR003660|IPR003661|IPR005467
CK_00009109,IPR010404
CK_00009110,IPR004155
CK_00009111,IPR000399|IPR011766|IPR012000|IPR012001|IPR012782
CK_00009112,IPR000399|IPR011766|IPR012000|IPR012001
CK_00009113,IPR001926|IPR004450
CK_00009115,IPR001757|IPR018303|IPR027256
CK_00009116,IPR001757|IPR018303|IPR027256
CK_00009117,IPR001757|IPR004014|IPR006534|IPR018303
CK_00009118,IPR003495|IPR011629
CK_00009119,IPR001902|IPR002645|IPR011547
CK_00009120,IPR000726|IPR002477
CK_00009122,IPR001789
CK_00009123,IPR001789|IPR001932
CK_00009124,IPR001036|IPR004763
CK_00009125,IPR001036
CK_00009126,IPR025067
CK_00009129,IPR002657
CK_00009132,IPR001173|IPR007739
CK_00009133,IPR019239
CK_00009134,IPR003439|IPR014324|IPR017871
CK_00009135,IPR018714
CK_00009142,IPR010802
CK_00009150,IPR002711
CK_00009151,IPR035272
CK_00009152,IPR010108
CK_00009154,IPR022764
CK_00009155,IPR006311
CK_00009165,IPR022796
CK_00009166,IPR001670|IPR018211
CK_00009168,IPR008557
CK_00009171,IPR004155
CK_00009172,IPR004155
CK_00011865,IPR004603
CK_00015534,IPR010582|IPR011614|IPR018028|IPR024708|IPR041399
CK_00017141,IPR003439|IPR005890|IPR017871
CK_00023352,IPR000515|IPR005889
CK_00025674,IPR000023
CK_00031409,IPR006311|IPR007487
CK_00032631,IPR003439|IPR005890|IPR017871
CK_00033056,IPR000883|IPR014241|IPR023615|IPR023616
CK_00033109,IPR000932
CK_00033152,IPR032816
CK_00033153,IPR012903
CK_00033154,IPR025714
CK_00033155,IPR012668
CK_00033156,IPR001041|IPR006058|IPR010241
CK_00033157,IPR012903|IPR022516
CK_00033158,IPR003488
CK_00033160,IPR001303|IPR006439|IPR017714|IPR023943
CK_00033163,IPR006241|IPR013081
CK_00033165,IPR010220
CK_00033166,IPR001750|IPR010227
CK_00033167,IPR001516|IPR001750|IPR010217
CK_00033170,IPR006379|IPR006380
CK_00033172,IPR000368|IPR001296|IPR012822
CK_00033174,IPR008146|IPR017536|IPR027303
CK_00033176,IPR006094|IPR016166
CK_00033177,IPR000172|IPR007867
CK_00033179,IPR003439|IPR017871
CK_00033180,IPR003370
CK_00033181,IPR003370
CK_00033182,IPR000515
CK_00033183,IPR008719|IPR015168
CK_00033184,IPR000515|IPR005889
CK_00033185,IPR003439|IPR005890|IPR017871
CK_00033186,IPR003439|IPR005890|IPR017871
CK_00033187,IPR012318
CK_00033188,IPR032585
CK_00033189,IPR008331|IPR009040
CK_00033190,IPR001705|IPR018264
CK_00033193,IPR003672|IPR022571
CK_00033194,IPR001497|IPR014048
CK_00033195,IPR001736|IPR025202
CK_00033197,IPR005170
CK_00033208,IPR001173
CK_00033228,IPR001650|IPR006935|IPR014001|IPR021835
CK_00033230,IPR001296
CK_00033246,IPR000182
CK_00033259,IPR029471
CK_00033262,IPR013467
CK_00033266,IPR018669
CK_00033269,IPR001387
CK_00033328,IPR003959|IPR019489|IPR028299
CK_00033383,IPR006075
CK_00033387,IPR007159
CK_00033413,IPR041657
CK_00033420,IPR001584
CK_00033421,IPR008490
CK_00033438,IPR013973
CK_00033440,IPR014858
CK_00033447,IPR014948
CK_00033477,IPR003869
CK_00033492,IPR002559|IPR008490|IPR047959
CK_00033504,IPR005532
CK_00033507,IPR010221
CK_00033583,IPR021355
CK_00033585,IPR003447|IPR038740
CK_00033611,IPR041698
CK_00033626,IPR013223
CK_00033660,IPR006683
CK_00033666,IPR008651
CK_00033672,IPR021291
CK_00033673,IPR001173
CK_00033680,IPR013096
CK_00033691,IPR005331
CK_00033713,IPR053860
CK_00033726,IPR012903|IPR022516
CK_00033751,IPR002052|IPR003356|IPR022749
CK_00033768,IPR013610|IPR041459
CK_00033769,IPR049245
CK_00033783,IPR041247
CK_00033794,IPR001584
CK_00033816,IPR007167
CK_00033832,IPR010621
CK_00033856,IPR025474
CK_00033860,IPR048644
CK_00033918,IPR012447
CK_00033963,IPR049249
CK_00034004,IPR005502
CK_00034017,IPR007698|IPR007886
CK_00034021,IPR001623
CK_00034030,IPR025048
CK_00034045,IPR021231
CK_00034076,IPR043824
CK_00034079,IPR024370
CK_00034106,IPR005519
CK_00034107,IPR025016
CK_00034135,IPR003526|IPR020555
CK_00034160,IPR008775
CK_00034171,IPR012903|IPR022516
CK_00034172,IPR030808
CK_00034174,IPR000182
CK_00034207,IPR001503|IPR041058
CK_00034210,IPR012902
CK_00034216,IPR012640
CK_00034225,IPR011095|IPR011761
CK_00034226,IPR010095
CK_00034227,IPR008029
CK_00034287,IPR029065
CK_00034298,IPR006342
CK_00034303,IPR016071
CK_00034310,IPR007803
CK_00034314,IPR000399|IPR011766|IPR012001
CK_00034318,IPR001343|IPR018511|IPR025592
CK_00034319,IPR000037
CK_00034324,IPR002347|IPR020904
CK_00034354,IPR011547
CK_00034370,IPR003423
CK_00034403,IPR053842
CK_00034413,IPR019734
CK_00034478,IPR001173
CK_00034489,IPR000673|IPR001789
CK_00034492,IPR016040
CK_00034493,IPR002545
CK_00034494,IPR004089
CK_00034539,IPR001789|IPR002545|IPR003594|IPR004105|IPR005467|IPR008207
CK_00034554,IPR000653
CK_00034586,IPR000863
CK_00034592,IPR000595
CK_00034613,IPR022796
CK_00034617,IPR012903
CK_00034625,IPR017896|IPR017900
CK_00034637,IPR024455
CK_00034701,IPR001727|IPR049555
CK_00034717,IPR019734
CK_00034729,IPR025048
CK_00034738,IPR007484
CK_00034742,IPR017996
CK_00034750,IPR025197
CK_00034755,IPR003010
CK_00034756,IPR011703|IPR041628
CK_00034767,IPR001173
CK_00034771,IPR006342
CK_00034774,IPR001647|IPR041669
CK_00034775,IPR022240
CK_00034781,IPR024455
CK_00034822,IPR021453
CK_00034832,IPR008441
CK_00034844,IPR005821
CK_00034854,IPR000073
CK_00034856,IPR009081
CK_00034857,IPR002591
CK_00034861,IPR013968|IPR049900
CK_00034862,IPR024455
CK_00034872,IPR014819|IPR015330
CK_00034882,IPR007049
CK_00034884,IPR007315
CK_00034886,IPR015892
CK_00034891,IPR001173
CK_00034894,IPR012447
CK_00034897,IPR012869
CK_00034905,IPR002104
CK_00034941,IPR008816
CK_00034943,IPR012902
CK_00034952,IPR001869
CK_00034977,IPR001849
CK_00034978,IPR001343|IPR018511
CK_00034982,IPR045920
CK_00034984,IPR004193|IPR006047|IPR048650
CK_00034990,IPR006543|IPR006549|IPR013954
CK_00034997,IPR005331
CK_00035008,IPR018306
CK_00035012,IPR024983
CK_00035013,IPR003018|IPR003660|IPR037522
CK_00035014,IPR021453
CK_00035024,IPR003784
CK_00035034,IPR013382
CK_00035036,IPR013381
CK_00035038,IPR010147|IPR013422|IPR021124
CK_00035040,IPR010148
CK_00035042,IPR006474|IPR006483|IPR041372
CK_00035046,IPR001098|IPR019760
CK_00035050,IPR010179
CK_00035051,IPR007936
CK_00035052,IPR008030
CK_00035081,IPR016040
CK_00035125,IPR017482|IPR019080
CK_00035166,IPR012902
CK_00035189,IPR012903|IPR022516
CK_00035222,IPR046053
CK_00035231,IPR006311|IPR030913
CK_00035234,IPR025344
CK_00035235,IPR001623
CK_00035244,IPR013094|IPR033140
CK_00035249,IPR001240
CK_00035257,IPR002641
CK_00035265,IPR004445
CK_00035266,IPR000620
CK_00035267,IPR018680
CK_00035272,IPR031848
CK_00035283,IPR046538
CK_00035288,IPR002716
CK_00035290,IPR041459
CK_00035292,IPR013610
CK_00035300,IPR001254
CK_00035311,IPR002716
CK_00035316,IPR007197
CK_00035322,IPR041685
CK_00035323,IPR015102
CK_00035357,IPR010133
CK_00035360,IPR012447
CK_00035395,IPR003615
CK_00035414,IPR028098
CK_00035417,IPR006062
CK_00035420,IPR006062
CK_00035423,IPR004276|IPR010610
CK_00035426,IPR001451|IPR018357
CK_00035443,IPR003848
CK_00035445,IPR005331
CK_00035455,IPR025016
CK_00035457,IPR013105|IPR019734
CK_00035458,IPR000209|IPR023828
CK_00035460,IPR006143|IPR032317
CK_00035474,IPR049625
CK_00035477,IPR007367
CK_00035514,IPR007560|IPR025745
CK_00035519,IPR043708
CK_00035524,IPR001343|IPR008334|IPR018511
CK_00035525,IPR002716
CK_00035526,IPR002716
CK_00035527,IPR006442
CK_00035528,IPR053853
CK_00035532,IPR001509
CK_00035537,IPR013216
CK_00035542,IPR011660
CK_00035606,IPR000847
CK_00035620,IPR013097
CK_00035621,IPR010133
CK_00035628,IPR008217
CK_00035650,IPR022196
CK_00035701,IPR006603|IPR047662
CK_00035745,IPR000357|IPR021133
CK_00035789,IPR002586
CK_00035830,IPR000425
CK_00035831,IPR003644|IPR013517
CK_00035837,IPR018383
CK_00035891,IPR010627
CK_00035906,IPR009009|IPR012997
