SeqCluster,Pfam_result
CK_00055718,PF06742|PF06863
CK_00055722,PF14091
CK_00055727,PF00128|PF02922|PF21156
CK_00055736,PF14521
CK_00055738,PF06056
CK_00055740,PF02786|PF08245|PF13549
CK_00055741,PF03795
CK_00055743,PF04542|PF20239
CK_00055745,PF09313
CK_00055746,PF05016
CK_00055748,PF00657
CK_00055755,PF14312
CK_00055756,PF09972|PF20990
CK_00055770,PF01850
CK_00055771,PF02604
CK_00055774,PF01243
CK_00055779,PF06206
CK_00055780,PF04138
CK_00055782,PF07143|PF17186
CK_00055785,PF02687
CK_00055786,PF01764
CK_00055787,PF03814
CK_00055790,PF01035
CK_00055791,PF14234
CK_00055793,PF00582|PF02702
CK_00055794,PF02669
CK_00055795,PF09604
CK_00055802,PF13650
CK_00055815,PF03435
CK_00055816,PF00348
CK_00055818,PF01593|PF13450
CK_00055820,PF13472
CK_00055821,PF03350
CK_00055822,PF00583
CK_00055823,PF07483|PF13582
CK_00055824,PF00173|PF00487
CK_00055826,PF07238
CK_00055827,PF13437
CK_00055828,PF13489
CK_00055829,PF13515
CK_00055830,PF00331
CK_00055843,PF07864
CK_00055849,PF22513
CK_00055856,PF12838
CK_00055857,PF04028
CK_00055866,PF12802
CK_00055868,PF00583
CK_00055870,PF00903
CK_00055872,PF07690
CK_00055873,PF14534
CK_00055874,PF11196
CK_00055875,PF13414
CK_00055876,PF06202|PF12439
CK_00055877,PF18863
CK_00055879,PF04607
CK_00055886,PF00929
CK_00055891,PF00254|PF05697|PF05698
CK_00055894,PF07862
CK_00055898,PF01522
CK_00055911,PF00353
CK_00055912,PF00515|PF13181|PF13414
CK_00055930,PF13489
CK_00055931,PF05168
CK_00055936,PF01934
CK_00055944,PF00534|PF13439
CK_00055946,PF01627
CK_00055956,PF00353|PF17963
CK_00055973,PF10929
CK_00055979,PF11848
CK_00055987,PF00565
CK_00055989,PF00504
CK_00055997,PF03865
CK_00056004,PF13578
CK_00056006,PF01501
CK_00056009,PF13245
CK_00056012,PF13181|PF14559|PF18588
CK_00056032,PF13443
CK_00056041,PF07927
CK_00056051,PF05721
CK_00056063,PF21082
CK_00056065,PF09889
CK_00056082,PF04577
CK_00056083,PF00535
CK_00056088,PF01638
CK_00056090,PF14264
CK_00056093,PF02698
CK_00056094,PF02397|PF13727
CK_00056096,PF02698
CK_00056100,PF04989
CK_00056101,PF00293
CK_00056102,PF13579|PF13692
CK_00056103,PF01590|PF12706
CK_00056104,PF13649
CK_00056119,PF00487
CK_00056125,PF09587
CK_00056129,PF00504
CK_00056130,PF07878
CK_00056131,PF00122|PF00689|PF00690|PF00702|PF13246
CK_00056144,PF07862
CK_00056146,PF03047
CK_00056157,PF13673
CK_00056159,PF13748
CK_00056163,PF08695
CK_00056165,PF02080|PF02254
CK_00056169,PF00581
CK_00056170,PF01136
CK_00056172,PF00953
CK_00056173,PF13711
CK_00056174,PF04143
CK_00056185,PF12680
CK_00056187,PF16576
CK_00056188,PF03551|PF10400
CK_00056190,PF05685
CK_00056192,PF04365
CK_00056198,PF09720
CK_00056199,PF11267
CK_00056202,PF01476|PF01510|PF01551
CK_00056203,PF13175|PF13304
CK_00056207,PF02900
CK_00056210,PF13489
CK_00056214,PF13401
CK_00056220,PF18476
CK_00056221,PF05977
CK_00056222,PF10994
CK_00056227,PF01548|PF02371
CK_00056228,PF00128|PF02806
CK_00056231,PF03572
CK_00056233,PF13472
CK_00056237,PF00245
CK_00056239,PF00535|PF20680
CK_00056242,PF13649
CK_00056243,PF13671
CK_00056244,PF18734
CK_00056245,PF13439
CK_00056246,PF13772
CK_00056247,PF03372
CK_00056248,PF00583
CK_00056250,PF07883
CK_00056251,PF22513
CK_00056255,PF06983
CK_00056256,PF02517
CK_00056259,PF22658|PF22659
CK_00056261,PF04239
CK_00056269,PF03797
CK_00056279,PF20711
CK_00056282,PF04586|PF05065
CK_00056285,PF00353|PF08548
CK_00056289,PF06742|PF06863
CK_00056314,PF00535
CK_00056316,PF00145
CK_00056318,PF01266
CK_00056319,PF01510
CK_00056322,PF00497
CK_00056331,PF02687|PF12704
CK_00056335,PF00353
CK_00056341,PF03567
CK_00056356,PF06736
CK_00056357,PF00884
CK_00056365,PF01653
CK_00056367,PF19078
CK_00056368,PF05656
CK_00056377,PF03102|PF07883
CK_00056378,PF00565
CK_00056400,PF21742
CK_00056401,PF00092
CK_00056404,PF13808
CK_00056406,PF11266
CK_00056407,PF02416
CK_00056418,PF01467
CK_00056421,PF00353
CK_00056438,PF02417
CK_00056442,PF00515|PF13181
CK_00056443,PF01847
CK_00056446,PF07862
CK_00056447,PF00535|PF13469
CK_00056450,PF11746
CK_00056463,PF01638
CK_00056469,PF00248
CK_00056700,PF01816
CK_00056702,PF20191
CK_00056703,PF01078|PF13519|PF17863
CK_00056704,PF01625
CK_00056705,PF01041
CK_00056706,PF01041
CK_00056707,PF01041
CK_00056708,PF01041
CK_00056709,PF13245|PF13538|PF14490|PF14520|PF18335
CK_00056711,PF00977
CK_00056712,PF00977
CK_00056713,PF00977
CK_00056714,PF00254|PF00353|PF08548
CK_00056715,PF00254
CK_00056716,PF00326
CK_00056717,PF00155
CK_00056718,PF00155
CK_00056719,PF02779|PF02780
CK_00056720,PF02779|PF02780
CK_00056721,PF00916|PF01740
CK_00056722,PF00916|PF01740
CK_00056724,PF00916
CK_00056725,PF00805
CK_00056727,PF00353
CK_00056731,PF17803|PF17892|PF17963
CK_00056732,PF02746|PF07755|PF13378|PF17396
CK_00056733,PF07755|PF17396
CK_00056734,PF00892
CK_00056735,PF00890|PF02910
CK_00056736,PF00890|PF02910
CK_00056737,PF13437
CK_00056738,PF13533|PF16576
CK_00056739,PF16576
CK_00056740,PF16576
CK_00056742,PF00072|PF00486
CK_00056746,PF00512|PF02518
CK_00056748,PF00512|PF00672|PF02518
CK_00056749,PF00512|PF00672|PF02518
CK_00056752,PF00072|PF00486
CK_00056753,PF00072|PF00486
CK_00056754,PF00486
CK_00056755,PF00072|PF00486
CK_00056756,PF00512|PF02518
CK_00056757,PF00072|PF00512|PF02518
CK_00056759,PF00005|PF00027|PF00664
CK_00056760,PF00005|PF00027|PF00664
CK_00056761,PF00005|PF00664
CK_00056763,PF00005|PF00664
CK_00056764,PF00005
CK_00056766,PF00005|PF00664|PF03412
CK_00056767,PF00072|PF00486
CK_00056768,PF01370
CK_00056770,PF01527
CK_00056771,PF01370
CK_00056772,PF16363
CK_00056773,PF01370
CK_00056774,PF01370
CK_00056776,PF01740|PF02397
CK_00056777,PF00067
CK_00056782,PF11746
CK_00056783,PF11746
CK_00056784,PF00196
CK_00056787,PF00196
CK_00056788,PF00196
CK_00056789,PF13561
CK_00056790,PF01476
CK_00056791,PF01476|PF01551
CK_00056792,PF01551
CK_00056793,PF01551
CK_00056794,PF01476|PF01551
CK_00056795,PF13561
CK_00056796,PF00106
CK_00056797,PF00106
CK_00056798,PF13561
CK_00056799,PF13561
CK_00056804,PF13545
CK_00056805,PF03816
CK_00056806,PF00389|PF02826
CK_00056807,PF00389|PF02826
CK_00056808,PF00389|PF02826
CK_00056809,PF00389|PF02826
CK_00056810,PF00389|PF02826
CK_00056811,PF00389|PF02826
CK_00056812,PF00389|PF02826
CK_00056813,PF00437
CK_00056814,PF00437
CK_00056815,PF00437
CK_00056816,PF03441
CK_00056818,PF00005|PF00664
CK_00056819,PF00005
CK_00056820,PF00005|PF00664
CK_00056821,PF01370
CK_00056822,PF01370
CK_00056823,PF07862
CK_00056825,PF11746
CK_00056826,PF11746
CK_00056827,PF11746
CK_00056828,PF11746
CK_00056829,PF11746
CK_00056830,PF02492|PF07683
CK_00056831,PF00240|PF03797
CK_00056832,PF03797
CK_00056833,PF00005|PF00664|PF03412
CK_00056834,PF00005|PF00664|PF03412
CK_00056835,PF00005|PF00498|PF01061
CK_00056836,PF00005
CK_00056838,PF02687
CK_00056839,PF02687
CK_00056840,PF02687
CK_00056841,PF02687
CK_00056842,PF00984|PF03720|PF03721
CK_00056843,PF00571|PF00984|PF03720|PF03721
CK_00056844,PF00984|PF03720|PF03721
CK_00056845,PF00196
CK_00056846,PF00205|PF02775|PF02776
CK_00056847,PF16258
CK_00056848,PF13442
CK_00056849,PF00462
CK_00056851,PF10609
CK_00056852,PF01145
CK_00056853,PF00117|PF00977
CK_00056854,PF01425
CK_00056857,PF00353
CK_00056858,PF00072|PF00486
CK_00056859,PF00072|PF00486
CK_00056860,PF00512|PF02518
CK_00056862,PF00672|PF07228
CK_00056863,PF07228
CK_00056864,PF07228
CK_00056865,PF07228
CK_00056866,PF00027|PF07228
CK_00056867,PF12697
CK_00056868,PF00534|PF13439
CK_00056869,PF00534|PF13439
CK_00056870,PF13439|PF13692
CK_00056872,PF00106
CK_00056873,PF00563|PF00990|PF01590
CK_00056874,PF00528
CK_00056876,PF12974
CK_00056877,PF00005
CK_00056878,PF00528
CK_00056879,PF05787
CK_00056880,PF01370
CK_00056881,PF05787|PF22494
CK_00056882,PF22494
CK_00056883,PF00353|PF02872
CK_00056884,PF00005|PF14524
CK_00056885,PF03441
CK_00056886,PF00195|PF02797
CK_00056887,PF03055
CK_00056888,PF02605
CK_00056890,PF00873
CK_00056891,PF00873
CK_00056892,PF07690
CK_00056893,PF07690
CK_00056894,PF04542
CK_00056895,PF00083
CK_00056897,PF19557
CK_00056898,PF00106
CK_00056900,PF00106
CK_00056901,PF00106
CK_00056902,PF00005|PF14524
CK_00056903,PF01061
CK_00056904,PF00924|PF21082|PF21088
CK_00056905,PF00924|PF21082
CK_00056908,PF18765
CK_00056913,PF00924|PF21082
CK_00056914,PF00924|PF21082
CK_00056915,PF00924
CK_00056916,PF00924|PF05552|PF21082|PF21088
CK_00056917,PF00924
CK_00056918,PF00924
CK_00056919,PF00924|PF21082|PF21088
CK_00056920,PF00924|PF21082
CK_00056921,PF00924|PF21082
CK_00056922,PF00924|PF21082
CK_00056923,PF00924
CK_00056924,PF02427
CK_00056926,PF00122|PF00702|PF04945
CK_00056927,PF00122|PF00689|PF00690|PF00702|PF13246
CK_00056928,PF00122|PF00689|PF00702
CK_00056929,PF00012
CK_00056930,PF00196
CK_00056931,PF00196
CK_00056932,PF00196
CK_00056933,PF16363
CK_00056934,PF01370
CK_00056935,PF01370
CK_00056936,PF01370
CK_00056937,PF01370
CK_00056938,PF16363
CK_00056939,PF01370
CK_00056940,PF01370
CK_00056941,PF00834
CK_00056942,PF02350
CK_00056943,PF00140|PF04542|PF04545
CK_00056944,PF00140|PF04539|PF04542|PF04545
CK_00056945,PF04542
CK_00056947,PF00487
CK_00056948,PF04542|PF04545
CK_00056949,PF04542
CK_00056953,PF00176|PF00271|PF13091
CK_00056954,PF10593|PF18766
CK_00056955,PF04851
CK_00056956,PF01555
CK_00056957,PF13391
CK_00056958,PF04542
CK_00056959,PF04465|PF18731
CK_00056960,PF02086|PF06634
CK_00056961,PF07669
CK_00056964,PF00145
CK_00056965,PF00145
CK_00056966,PF01555
CK_00056967,PF01555
CK_00056968,PF02384|PF12161
CK_00056969,PF02384|PF12161
CK_00056970,PF02384|PF12161
CK_00056971,PF02384|PF04326|PF12161
CK_00056972,PF02384|PF12161
CK_00056973,PF02384|PF12161
CK_00056974,PF02384|PF12161
CK_00056975,PF02384|PF12161
CK_00056976,PF12161
CK_00056977,PF02384|PF12161
CK_00056978,PF02384|PF12161
CK_00056979,PF02384|PF12161
CK_00056980,PF04326
CK_00056981,PF01420
CK_00056982,PF01420
CK_00056983,PF02384|PF12161
CK_00056984,PF01420
CK_00056985,PF00271|PF04851
CK_00056986,PF00271|PF11907
CK_00056987,PF18818
CK_00056988,PF02384
CK_00056989,PF01420
CK_00056990,PF00271|PF04851|PF08463
CK_00056991,PF00271|PF04851|PF08463
CK_00056992,PF00271|PF04851|PF08463
CK_00056993,PF01420
CK_00056994,PF01420
CK_00056995,PF01420
CK_00056996,PF01420
CK_00056997,PF01420
CK_00056998,PF01420
CK_00057000,PF01420
CK_00057001,PF01420
CK_00057002,PF01420
CK_00057003,PF04313|PF18766|PF22679
CK_00057004,PF04313|PF18766|PF22679
CK_00057005,PF04313|PF11867|PF18766|PF22679
CK_00057006,PF04313|PF11867|PF18766|PF22679
CK_00057007,PF04313|PF11867|PF18766|PF22679
CK_00057008,PF01420
CK_00057009,PF01420
CK_00057010,PF01420
CK_00057011,PF01420
CK_00057012,PF01420
CK_00057013,PF01420
CK_00057014,PF01420
CK_00057015,PF01420
CK_00057016,PF01420
CK_00057017,PF01555|PF02195
CK_00057018,PF01555|PF02195
CK_00057019,PF01555|PF02195
CK_00057020,PF14403
CK_00057021,PF14403
CK_00057022,PF11867
CK_00057023,PF00145
CK_00057024,PF00145
CK_00057025,PF00145
CK_00057026,PF03466
CK_00057027,PF07669
CK_00057029,PF03466
CK_00057030,PF03466
CK_00057032,PF02384
CK_00057033,PF00126|PF03466
CK_00057034,PF02384|PF12161
CK_00057035,PF02384|PF12161
CK_00057038,PF00271|PF04851|PF11907|PF13091
CK_00057039,PF01230|PF01844
CK_00057040,PF01844
CK_00057041,PF01230
CK_00057043,PF13391
CK_00057044,PF13391
CK_00057045,PF07669
CK_00057046,PF07669
CK_00057047,PF10593
CK_00057048,PF10593
CK_00057049,PF05050
CK_00057050,PF10593
CK_00057051,PF00271|PF04851|PF13156
CK_00057052,PF00271|PF03457|PF04851|PF13156
CK_00057053,PF00271|PF03457|PF04851|PF13156
CK_00057054,PF00271|PF03457|PF04851|PF13156
CK_00057055,PF00271|PF03457|PF04851|PF13156
CK_00057056,PF00271|PF03457|PF04851|PF13156
CK_00057057,PF00580|PF13361
CK_00057058,PF00484
CK_00057061,PF00005|PF00664|PF03412
CK_00057062,PF01370
CK_00057063,PF00005
CK_00057065,PF00005|PF00664|PF03412
CK_00057066,PF00005|PF00664|PF03412
CK_00057067,PF00005|PF00664
CK_00057068,PF00005|PF00664
CK_00057069,PF00005|PF00664
CK_00057071,PF00005|PF00664
CK_00057072,PF00005|PF03412
CK_00057074,PF00512|PF00672|PF02518
CK_00057075,PF01370
CK_00057077,PF00343
CK_00057079,PF13343
CK_00057081,PF00528
CK_00057082,PF00528
CK_00057083,PF00005|PF06472
CK_00057084,PF01569
CK_00057086,PF00535|PF13632
CK_00057087,PF02915
CK_00057088,PF00171
CK_00057089,PF00171
CK_00057090,PF00361
CK_00057091,PF01807|PF08275|PF13155
CK_00057092,PF11924|PF13229
CK_00057093,PF00266
CK_00057095,PF14105
CK_00057097,PF00005
CK_00057098,PF00501|PF13193
CK_00057099,PF08501
CK_00057100,PF00294
CK_00057101,PF00512|PF02518
CK_00057102,PF01370
CK_00057103,PF00226
CK_00057104,PF13086|PF13087|PF13195|PF18741
CK_00057105,PF08373|PF13086|PF13087
CK_00057106,PF00202
CK_00057107,PF00202
CK_00057108,PF00005|PF03459
CK_00057110,PF12705
CK_00057112,PF07864
CK_00057114,PF00535
CK_00057115,PF08484
CK_00057116,PF13489
CK_00057117,PF13489|PF13524
CK_00057118,PF00107|PF08240
CK_00057119,PF03734
CK_00057125,PF02566
CK_00057127,PF04087
CK_00057128,PF00278|PF02784
CK_00057130,PF01476
CK_00057132,PF14279
CK_00057134,PF00005|PF00528
CK_00057137,PF12801
CK_00057138,PF02492
CK_00057139,PF00258
CK_00057140,PF01977|PF20695|PF20696
CK_00057141,PF00111
CK_00057142,PF13640
CK_00057143,PF02321
CK_00057144,PF02321
CK_00057146,PF02321
CK_00057147,PF13419
CK_00057148,PF02348|PF03737
CK_00057149,PF13469
CK_00057152,PF07992
CK_00057153,PF01761
CK_00057154,PF01761
CK_00057155,PF00565
CK_00057158,PF00565
CK_00057159,PF00005|PF09821
CK_00057161,PF16576
CK_00057162,PF13231
CK_00057164,PF00639
CK_00057165,PF00639
CK_00057166,PF00534
CK_00057167,PF13391
CK_00057168,PF01566
CK_00057169,PF02798|PF14497
CK_00057170,PF00005|PF08402
CK_00057172,PF00504
CK_00057174,PF12600
CK_00057175,PF07862
CK_00057176,PF07862
CK_00057177,PF07862
CK_00057178,PF07862
CK_00057179,PF07862
CK_00057180,PF07862
CK_00057181,PF07862
CK_00057182,PF00990
CK_00057183,PF00072|PF00211
CK_00057184,PF07862
CK_00057185,PF07862
CK_00057186,PF07862
CK_00057187,PF00072|PF00196
CK_00057193,PF13759
CK_00057195,PF00027|PF01734
CK_00057196,PF00990|PF01590
CK_00057197,PF00005
CK_00057198,PF13759
CK_00057202,PF13561
CK_00057203,PF00202|PF02348
CK_00057204,PF00202
CK_00057205,PF00202
CK_00057207,PF00132
CK_00057208,PF02348|PF08282
CK_00057211,PF08450
CK_00057215,PF13245|PF13538
CK_00057216,PF13538|PF13604
CK_00057217,PF00205|PF02775|PF02776
CK_00057218,PF13432
CK_00057219,PF00122|PF00702
CK_00057220,PF00676
CK_00057221,PF21995
CK_00057223,PF02397
CK_00057224,PF02397
CK_00057226,PF00589
CK_00057227,PF00884
CK_00057228,PF00884
CK_00057229,PF00884
CK_00057230,PF13614
CK_00057232,PF01050
CK_00057238,PF03734
CK_00057239,PF03734
CK_00057240,PF03734
CK_00057241,PF03734
CK_00057242,PF03734
CK_00057243,PF00959|PF01471
CK_00057244,PF12833
CK_00057249,PF14311|PF21817
CK_00057251,PF12728
CK_00057252,PF03976
CK_00057253,PF00394|PF07731|PF07732
CK_00057254,PF00149|PF00932|PF02872|PF09423|PF16655
CK_00057256,PF00230
CK_00057257,PF02872|PF03372
CK_00057260,PF00155
CK_00057261,PF08240|PF13602
CK_00057264,PF01653
CK_00057266,PF04055|PF13186
CK_00057267,PF04055|PF13186
CK_00057268,PF04055|PF13186
CK_00057269,PF00483|PF08645
CK_00057270,PF01467|PF13714
CK_00057271,PF01467
CK_00057272,PF00535
CK_00057273,PF01872
CK_00057274,PF13561
CK_00057275,PF13561
CK_00057276,PF13531
CK_00057277,PF00515
CK_00057278,PF00353|PF08548
CK_00057279,PF13231
CK_00057281,PF00534|PF13231
CK_00057282,PF00534|PF13439
CK_00057283,PF00884
CK_00057284,PF01070
CK_00057285,PF01040|PF12710
CK_00057287,PF13481
CK_00057288,PF13481
CK_00057291,PF12594
CK_00057292,PF00353|PF08548
CK_00057293,PF07238
CK_00057294,PF00852
CK_00057296,PF00884
CK_00057298,PF03781
CK_00057300,PF00884
CK_00057301,PF00733|PF13537
CK_00057304,PF13583
CK_00057307,PF00059|PF00353
CK_00057310,PF00028|PF00353|PF06739
CK_00057311,PF00353
CK_00057312,PF00353
CK_00057313,PF04151
CK_00057314,PF13306
CK_00057319,PF03415|PF17803|PF17963
CK_00057321,PF00534|PF12000
CK_00057322,PF00534|PF12000
CK_00057325,PF00535
CK_00057326,PF13671
CK_00057328,PF00196
CK_00057329,PF03567
CK_00057330,PF01544
CK_00057331,PF05118
CK_00057332,PF05721
CK_00057334,PF00190
CK_00057335,PF05704
CK_00057336,PF00571|PF01261|PF03102|PF08666
CK_00057337,PF00535
CK_00057338,PF01261|PF03102
CK_00057340,PF03102|PF03275|PF13450
CK_00057342,PF02563|PF10531
CK_00057346,PF00685
CK_00057347,PF02563|PF10531
CK_00057348,PF00685
CK_00057351,PF01903
CK_00057352,PF13458
CK_00057354,PF02719
CK_00057355,PF00805
CK_00057356,PF00535
CK_00057357,PF00535
CK_00057358,PF00535
CK_00057359,PF07864
CK_00057360,PF07864
CK_00057364,PF14311
CK_00057365,PF14311
CK_00057366,PF14311
CK_00057367,PF04214
CK_00057368,PF04214
CK_00057369,PF05019
CK_00057370,PF05019
CK_00057371,PF05019
CK_00057372,PF05019
CK_00057373,PF07690
CK_00057374,PF07690
CK_00057375,PF00515|PF13181
CK_00057377,PF13469
CK_00057379,PF13847
CK_00057381,PF06742|PF06863
CK_00057382,PF06742|PF06863
CK_00057383,PF06742|PF06863
CK_00057384,PF06742|PF06863
CK_00057385,PF06742|PF06863
CK_00057386,PF06742|PF06863
CK_00057390,PF01844|PF04851
CK_00057393,PF13416
CK_00057394,PF00483|PF13242
CK_00057396,PF08241
CK_00057397,PF13231
CK_00057405,PF01068|PF14743
CK_00057406,PF22882
CK_00057407,PF22882
CK_00057408,PF00076
CK_00057409,PF00427|PF01383
CK_00057410,PF00427|PF01383
CK_00057411,PF13437
CK_00057413,PF00805
CK_00057417,PF16576
CK_00057418,PF00109|PF02801
CK_00057419,PF00109|PF00202|PF00501|PF00550|PF02801
CK_00057420,PF00109|PF00550|PF00698|PF02801|PF03060
CK_00057421,PF00553
CK_00057422,PF00553|PF00704
CK_00057423,PF13649
CK_00057424,PF08241
CK_00057425,PF08241
CK_00057426,PF00999
CK_00057427,PF00067
CK_00057428,PF13489
CK_00057429,PF00005
CK_00057430,PF00571|PF01595|PF03471
CK_00057441,PF04471
CK_00057506,PF18030
CK_00057548,PF03631
CK_00057549,PF02069
CK_00057550,PF00459
CK_00057551,PF01408|PF22725
CK_00057552,PF01041
CK_00057553,PF01041
CK_00057554,PF00571|PF01041
CK_00057555,PF01041
CK_00057556,PF01041
CK_00057557,PF01041
CK_00057558,PF00005
CK_00057559,PF00005
CK_00057560,PF00005|PF00664
CK_00057561,PF00005
CK_00057562,PF00908
CK_00057563,PF01041
CK_00057564,PF01041
CK_00057565,PF01041
CK_00057566,PF00535
CK_00057568,PF00005
CK_00057569,PF00535|PF13469
CK_00057571,PF13469
CK_00057575,PF00211|PF13191
CK_00057576,PF00211
CK_00057577,PF00211|PF05226
CK_00057578,PF00211|PF05226
CK_00057580,PF12770
CK_00057581,PF12770
CK_00057582,PF00027|PF14518
CK_00057584,PF12770
CK_00057586,PF00089
CK_00057587,PF13365|PF13946
CK_00057589,PF00072|PF00486
CK_00057592,PF04402
CK_00057594,PF00353|PF00657|PF13448
CK_00057596,PF13414|PF13712|PF13844|PF14559
CK_00057597,PF03797
CK_00057598,PF03895
CK_00057599,PF03895
CK_00057600,PF00999|PF02080
CK_00057605,PF08889
CK_00057606,PF00553|PF00704
CK_00057607,PF00553|PF00759
CK_00057613,PF07878
CK_00057614,PF12833
CK_00057616,PF00176|PF00271
CK_00057617,PF00270|PF00271|PF09369
CK_00057618,PF03796
CK_00057620,PF13302
CK_00057621,PF00476|PF01612
CK_00057625,PF14520
CK_00057626,PF03372
CK_00057628,PF01844
CK_00057634,PF00353|PF03098
CK_00057635,PF03098
CK_00057644,PF13704
CK_00057645,PF13704
CK_00057648,PF00132
CK_00057649,PF02709
CK_00057650,PF13379
CK_00057651,PF00850
CK_00057652,PF05565
CK_00057655,PF00395|PF04966
CK_00057656,PF00395
CK_00057657,PF00395|PF04966
CK_00057658,PF00395|PF04966
CK_00057659,PF04966
CK_00057661,PF01914
CK_00057666,PF10503
CK_00057668,PF01139
CK_00057669,PF00512|PF02518
CK_00057671,PF14403
CK_00057672,PF13646
CK_00057679,PF00239
CK_00057681,PF00059
CK_00057683,PF00353|PF03160
CK_00057684,PF00353
CK_00057685,PF00795
CK_00057686,PF13649
CK_00057687,PF00515|PF05050|PF13181|PF13414
CK_00057688,PF13489
CK_00057689,PF00754|PF05050
CK_00057690,PF18160
CK_00057695,PF13468
CK_00057696,PF13646
CK_00057697,PF13646
CK_00057698,PF07859
CK_00057699,PF01041
CK_00057700,PF01041
CK_00057701,PF01041
CK_00057702,PF01041
CK_00057703,PF01041
CK_00057704,PF01041
CK_00057705,PF01041
CK_00057706,PF01041
CK_00057707,PF00482
CK_00057711,PF00534|PF00535
CK_00057712,PF00535
CK_00057713,PF00535
CK_00057714,PF04577
CK_00057715,PF04577
CK_00057716,PF05045
CK_00057718,PF07690
CK_00057719,PF00437
CK_00057720,PF00990|PF03924|PF13426
CK_00057721,PF00990
CK_00057722,PF00989|PF00990|PF08448
CK_00057723,PF00990
CK_00057724,PF00027|PF00990
CK_00057725,PF00353|PF07691
CK_00100000,PF03050|PF13005|PF20042
CK_00100001,PF03797
CK_00100004,PF03050|PF13005|PF20042
CK_00100005,PF13612
CK_00100008,PF00078|PF08388
CK_00100010,PF01609
CK_00100014,PF09967|PF13203
CK_00100024,PF13586
CK_00100025,PF09851
CK_00100028,PF02653
CK_00100031,PF10592|PF22879
CK_00100038,PF12796|PF13857
CK_00100039,PF00041|PF03160
CK_00100042,PF13453
CK_00100045,PF01068|PF04679
CK_00100052,PF01385|PF07282|PF12323
CK_00100053,PF13340
CK_00100057,PF10387
CK_00100058,PF16653
CK_00100059,PF00149|PF02872
CK_00100060,PF08495|PF10442
CK_00100061,PF12697
CK_00100064,PF14307
CK_00100065,PF08797
CK_00100066,PF00004
CK_00100068,PF01867|PF01930
CK_00100082,PF05345
CK_00100084,PF07727
CK_00100086,PF00082
CK_00100088,PF01471|PF13539
CK_00100090,PF00296
CK_00100091,PF10722
CK_00100093,PF12698
CK_00100094,PF11455
CK_00100097,PF04250
CK_00100098,PF00078|PF08388
CK_00100099,PF01613
CK_00100106,PF20680
CK_00100114,PF10263
CK_00100116,PF13589
CK_00100127,PF04230
CK_00100141,PF13354
CK_00100143,PF02384|PF07669|PF18135
CK_00100146,PF18457
CK_00100151,PF01402
CK_00100154,PF02770|PF02771|PF08028
CK_00100155,PF04865
CK_00100164,PF01569
CK_00100167,PF09670
CK_00100168,PF09827
CK_00100171,PF10117
CK_00100204,PF10639
CK_00100213,PF07453
CK_00100214,PF10604
CK_00100241,PF01261
CK_00100243,PF00041|PF19078
CK_00100253,PF00487
CK_00100254,PF05426
CK_00100256,PF13557
CK_00100257,PF02823
CK_00100259,PF01292
CK_00100262,PF07700
CK_00100263,PF00581
CK_00100264,PF11373
CK_00100265,PF12476|PF13304
CK_00100267,PF09414
CK_00100268,PF12698
CK_00100269,PF07690
CK_00100270,PF03413
CK_00100278,PF03050
CK_00100283,PF08837
CK_00100284,PF05973
CK_00100286,PF05402
CK_00100289,PF00528
CK_00100290,PF13416
CK_00100295,PF13936
CK_00100296,PF13470
CK_00100300,PF03693
CK_00100301,PF08808
CK_00100304,PF04041
CK_00100305,PF04041
CK_00100308,PF08960
CK_00100309,PF12275
CK_00100316,PF05830
CK_00100317,PF07143|PF17186
CK_00100318,PF21247
CK_00100321,PF00148
CK_00100345,PF04909
CK_00100352,PF12773|PF13367
CK_00100353,PF09851|PF13248
CK_00100354,PF01435|PF13240
CK_00100355,PF13240
CK_00100359,PF05090
CK_00100360,PF15562
CK_00100383,PF20043
CK_00100384,PF00590
CK_00100385,PF00550
CK_00100416,PF02668
CK_00100427,PF07701
CK_00100429,PF09851
CK_00100448,PF02211|PF21006
CK_00100462,PF14020
CK_00100465,PF00089
CK_00100519,PF08443
CK_00100532,PF07583|PF07587|PF07635
CK_00100536,PF04326
CK_00100540,PF04313|PF20464
CK_00100546,PF07727
CK_00100554,PF05419
CK_00100555,PF07869
CK_00100561,PF13578
CK_00100565,PF00149
CK_00100567,PF18457
CK_00100569,PF01464|PF01471
CK_00100574,PF04828
CK_00100576,PF02518|PF07730
CK_00100579,PF03385
CK_00100583,PF00430
CK_00100584,PF12966
CK_00100585,PF09527
CK_00100587,PF06056
CK_00100592,PF12643
CK_00100595,PF20102
CK_00100597,PF13392
CK_00100612,PF18753
CK_00100614,PF02659
CK_00100616,PF03596
CK_00100619,PF02656
CK_00100621,PF03596
CK_00100622,PF04984|PF17482
CK_00100623,PF06841
CK_00100625,PF19266
CK_00100627,PF04717
CK_00100628,PF04965
CK_00100629,PF09684
CK_00100630,PF20129
CK_00100631,PF13563
CK_00100632,PF02525
CK_00100634,PF06127
CK_00100637,PF00756
CK_00100638,PF13088
CK_00100639,PF05685
CK_00100640,PF00903
CK_00100643,PF09924|PF16995
CK_00100644,PF05990
CK_00100647,PF01244
CK_00100653,PF12483
CK_00100655,PF13649
CK_00100657,PF07690
CK_00100661,PF02668
CK_00100663,PF07221
CK_00100672,PF01966
CK_00100674,PF04230
CK_00100676,PF01755
CK_00100677,PF06722
CK_00100691,PF11666
